[ 2026-03-17 23:47:07,898 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-17 23:47:27,448 ] 77 root - INFO - Performed train-test split
[ 2026-03-17 23:47:27,556 ] 94 root - INFO - Train and test files saved successfully
[ 2026-03-17 23:47:27,557 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-17 23:47:27,569 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-17 23:47:27,687 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 23:47:27,687 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 23:47:27,688 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 23:47:27,688 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 23:47:27,915 ] 28 root - INFO - data Validation Completed
[ 2026-03-17 23:47:27,917 ] 31 root - INFO - data Transformation started
[ 2026-03-17 23:47:27,917 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-17 23:47:27,917 ] 65 root - INFO - Starting data transformation
[ 2026-03-17 23:47:27,967 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-17 23:47:27,967 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-17 23:47:27,995 ] 60 root - INFO - Saving object...
[ 2026-03-17 23:47:27,999 ] 66 root - INFO - Object saved successfully
[ 2026-03-17 23:47:27,999 ] 60 root - INFO - Saving object...
[ 2026-03-17 23:47:28,002 ] 66 root - INFO - Object saved successfully
[ 2026-03-17 23:47:28,003 ] 35 root - INFO - data Transformation completed
[ 2026-03-17 23:47:28,003 ] 37 root - INFO - Model Training sstared
[ 2026-03-17 23:47:28,029 ] 91 root - INFO - Training model: Random Forest
[ 2026-03-17 23:47:35,035 ] 91 root - INFO - Training model: Decision Tree
[ 2026-03-17 23:47:37,709 ] 91 root - INFO - Training model: Gradient Boosting
[ 2026-03-17 23:48:03,630 ] 91 root - INFO - Training model: Logistic Regression
[ 2026-03-17 23:48:03,696 ] 91 root - INFO - Training model: AdaBoost
[ 2026-03-17 23:48:20,579 ] 60 root - INFO - Saving object...
[ 2026-03-17 23:48:20,619 ] 66 root - INFO - Object saved successfully
[ 2026-03-17 23:48:20,619 ] 132 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_17_2026_23_47_05\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911845171749925, precision_score=0.9888799029518803, recall_score=0.993499898435913), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9760191846522782, precision_score=0.9629337539432177, recall_score=0.9894651539708266))
[ 2026-03-17 23:48:20,625 ] 42 root - INFO - Model Training artifact created
