[ 2026-03-17 22:21:55,082 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-17 22:22:21,966 ] 77 root - INFO - Performed train-test split
[ 2026-03-17 22:22:22,093 ] 94 root - INFO - Train and test files saved successfully
[ 2026-03-17 22:22:22,094 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-17 22:22:22,110 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-17 22:22:22,233 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 22:22:22,234 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 22:22:22,234 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 22:22:22,234 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 22:22:22,647 ] 28 root - INFO - data Validation Completed
[ 2026-03-17 22:22:22,676 ] 31 root - INFO - data Transformation started
[ 2026-03-17 22:22:22,677 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-17 22:22:22,677 ] 65 root - INFO - Starting data transformation
[ 2026-03-17 22:22:22,761 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-17 22:22:22,761 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-17 22:22:22,785 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 22:22:22,790 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 22:22:22,790 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 22:22:22,796 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 22:22:22,798 ] 35 root - INFO - data Transformation completed
[ 2026-03-17 22:22:22,798 ] 37 root - INFO - Model Training sstared
