[ 2026-03-17 17:13:12,723 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-17 17:13:23,483 ] 77 root - INFO - Performed train-test split
[ 2026-03-17 17:13:23,520 ] 94 root - INFO - Train and test files saved successfully
[ 2026-03-17 17:13:23,521 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-17 17:13:23,527 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-17 17:13:23,617 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 17:13:23,617 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 17:13:23,617 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 17:13:23,617 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 17:13:23,761 ] 28 root - INFO - data Validation Completed
[ 2026-03-17 17:13:23,762 ] 31 root - INFO - data Transformation started
[ 2026-03-17 17:13:23,762 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-17 17:13:23,762 ] 65 root - INFO - Starting data transformation
[ 2026-03-17 17:13:23,782 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-17 17:13:23,782 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-17 17:13:23,792 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 17:13:23,796 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 17:13:23,796 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 17:13:23,801 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 17:13:23,803 ] 35 root - INFO - data Transformation completed
