[ 2026-03-17 23:29:24,634 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-17 23:29:39,344 ] 77 root - INFO - Performed train-test split
[ 2026-03-17 23:29:39,382 ] 94 root - INFO - Train and test files saved successfully
[ 2026-03-17 23:29:39,382 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-17 23:29:39,389 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-17 23:29:39,478 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 23:29:39,478 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 23:29:39,479 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 23:29:39,479 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 23:29:39,633 ] 28 root - INFO - data Validation Completed
[ 2026-03-17 23:29:39,633 ] 31 root - INFO - data Transformation started
[ 2026-03-17 23:29:39,634 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-17 23:29:39,634 ] 65 root - INFO - Starting data transformation
[ 2026-03-17 23:29:39,655 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-17 23:29:39,655 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-17 23:29:39,666 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 23:29:39,668 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 23:29:39,668 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 23:29:39,670 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 23:29:39,671 ] 35 root - INFO - data Transformation completed
[ 2026-03-17 23:29:39,671 ] 37 root - INFO - Model Training sstared
