[ 2026-03-17 20:07:42,912 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-17 20:07:53,122 ] 77 root - INFO - Performed train-test split
[ 2026-03-17 20:07:53,197 ] 94 root - INFO - Train and test files saved successfully
[ 2026-03-17 20:07:53,198 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-17 20:07:53,209 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-17 20:07:53,358 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 20:07:53,358 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 20:07:53,358 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 20:07:53,359 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 20:07:53,697 ] 28 root - INFO - data Validation Completed
[ 2026-03-17 20:07:53,699 ] 31 root - INFO - data Transformation started
[ 2026-03-17 20:07:53,699 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-17 20:07:53,699 ] 65 root - INFO - Starting data transformation
[ 2026-03-17 20:07:53,775 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-17 20:07:53,775 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-17 20:07:53,797 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 20:07:53,802 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 20:07:53,802 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 20:07:53,807 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 20:07:53,809 ] 35 root - INFO - data Transformation completed
[ 2026-03-17 20:07:53,809 ] 37 root - INFO - Model Training sstared
