[ 2026-03-17 23:02:04,591 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-17 23:02:33,463 ] 77 root - INFO - Performed train-test split
[ 2026-03-17 23:02:33,520 ] 94 root - INFO - Train and test files saved successfully
[ 2026-03-17 23:02:33,521 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-17 23:02:33,527 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-17 23:02:33,640 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 23:02:33,640 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 23:02:33,640 ] 32 root - INFO - Required number of columns:2
[ 2026-03-17 23:02:33,640 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-17 23:02:33,795 ] 28 root - INFO - data Validation Completed
[ 2026-03-17 23:02:33,796 ] 31 root - INFO - data Transformation started
[ 2026-03-17 23:02:33,796 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-17 23:02:33,796 ] 65 root - INFO - Starting data transformation
[ 2026-03-17 23:02:33,820 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-17 23:02:33,820 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-17 23:02:33,832 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 23:02:33,834 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 23:02:33,834 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 23:02:33,837 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 23:02:33,837 ] 35 root - INFO - data Transformation completed
[ 2026-03-17 23:02:33,837 ] 37 root - INFO - Model Training sstared
[ 2026-03-17 23:06:29,277 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-17 23:06:29,279 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-17 23:06:29,279 ] 153 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_17_2026_23_02_01\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907661085743278, precision_score=0.9896614636124063, recall_score=0.991873222267371), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9746886299718762, precision_score=0.967304625199362, recall_score=0.9821862348178138))
[ 2026-03-17 23:06:29,282 ] 42 root - INFO - Model Training artifact created
